연도,날짜,시간,경기,TV,라디오,구장,비고
2025,07.02,18:30,SSGvsKIA,,,광주,-
2025,07.02,18:30,NCvs한화,,,대전(신),-
2025,07.03,18:30,삼성vs두산,,,잠실,-
2025,07.03,18:30,LGvs롯데,,,사직,-
2025,07.03,18:30,키움vsKT,,,수원,-
2025,07.03,18:30,SSGvsKIA,,,광주,-
2025,07.03,18:30,NCvs한화,,,대전(신),-
2025,07.04,18:30,KTvs두산,,,잠실,-
2025,07.04,18:30,LGvs삼성,,,대구,-
2025,07.04,18:30,SSGvsNC,,,창원,-
2025,07.04,18:30,롯데vsKIA,,,광주,-
2025,07.04,18:30,한화vs키움,,,고척,-
2025,07.05,18:00,KTvs두산,,,잠실,-
2025,07.05,18:00,LGvs삼성,,,대구,-
2025,07.05,18:00,SSGvsNC,,,창원,-
2025,07.05,18:00,롯데vsKIA,,,광주,-
2025,07.05,18:00,한화vs키움,,,고척,-
2025,07.06,14:00,한화vs키움,,,고척,-
2025,07.06,18:00,KTvs두산,,,잠실,-
2025,07.06,18:00,LGvs삼성,,,대구,-
2025,07.06,18:00,SSGvsNC,,,창원,-
2025,07.06,18:00,롯데vsKIA,,,광주,-
2025,07.08,18:30,키움vsLG,,,잠실,-
2025,07.08,18:30,KTvsSSG,,,문학,-
2025,07.08,18:30,두산vs롯데,,,사직,-
2025,07.08,18:30,삼성vsNC,,,창원,-
2025,07.08,18:30,KIAvs한화,,,대전(신),-
2025,07.09,18:30,키움vsLG,,,잠실,-
2025,07.09,18:30,KTvsSSG,,,문학,-
2025,07.09,18:30,두산vs롯데,,,사직,-
2025,07.09,18:30,삼성vsNC,,,창원,-
2025,07.09,18:30,KIAvs한화,,,대전(신),-
2025,07.10,18:30,키움vsLG,,,잠실,-
2025,07.10,18:30,KTvsSSG,,,문학,-
2025,07.10,18:30,두산vs롯데,,,사직,-
2025,07.10,18:30,삼성vsNC,,,창원,-
2025,07.10,18:30,KIAvs한화,,,대전(신),-
2025,07.17,18:30,롯데vsLG,,,잠실,-
2025,07.17,18:30,두산vsSSG,,,문학,-
2025,07.17,18:30,키움vs삼성,,,대구,-
2025,07.17,18:30,한화vsKT,,,수원,-
2025,07.17,18:30,NCvsKIA,,,광주,-
2025,07.18,18:30,롯데vsLG,,,잠실,-
2025,07.18,18:30,두산vsSSG,,,문학,-
2025,07.18,18:30,키움vs삼성,,,대구,-
2025,07.18,18:30,한화vsKT,,,수원,-
2025,07.18,18:30,NCvsKIA,,,광주,-
2025,07.19,18:00,롯데vsLG,,,잠실,-
2025,07.19,18:00,두산vsSSG,,,문학,-
2025,07.19,18:00,키움vs삼성,,,대구,-
2025,07.19,18:00,한화vsKT,,,수원,-
2025,07.19,18:00,NCvsKIA,,,광주,-
2025,07.20,18:00,롯데vsLG,,,잠실,-
2025,07.20,18:00,두산vsSSG,,,문학,-
2025,07.20,18:00,키움vs삼성,,,대구,-
2025,07.20,18:00,한화vsKT,,,수원,-
2025,07.20,18:00,NCvsKIA,,,광주,-
2025,07.22,18:30,한화vs두산,,,잠실,-
2025,07.22,18:30,SSGvs삼성,,,대구,-
2025,07.22,18:30,KTvsNC,,,창원,-
2025,07.22,18:30,LGvsKIA,,,광주,-
2025,07.22,18:30,롯데vs키움,,,고척,-
2025,07.23,18:30,한화vs두산,,,잠실,-
2025,07.23,18:30,SSGvs삼성,,,대구,-
2025,07.23,18:30,KTvsNC,,,창원,-
2025,07.23,18:30,LGvsKIA,,,광주,-
2025,07.23,18:30,롯데vs키움,,,고척,-
2025,07.24,18:30,한화vs두산,,,잠실,-
2025,07.24,18:30,SSGvs삼성,,,대구,-
2025,07.24,18:30,KTvsNC,,,창원,-
2025,07.24,18:30,LGvsKIA,,,광주,-
2025,07.24,18:30,롯데vs키움,,,고척,-
2025,07.25,18:30,LGvs두산,,,잠실,-
2025,07.25,18:30,KIAvs롯데,,,사직,-
2025,07.25,18:30,키움vsNC,,,창원,-
2025,07.25,18:30,삼성vsKT,,,수원,-
2025,07.25,18:30,SSGvs한화,,,대전(신),-
2025,07.26,18:00,LGvs두산,,,잠실,-
2025,07.26,18:00,KIAvs롯데,,,사직,-
2025,07.26,18:00,키움vsNC,,,창원,-
2025,07.26,18:00,삼성vsKT,,,수원,-
2025,07.26,18:00,SSGvs한화,,,대전(신),-
2025,07.27,18:00,LGvs두산,,,잠실,-
2025,07.27,18:00,KIAvs롯데,,,사직,-
2025,07.27,18:00,키움vsNC,,,창원,-
2025,07.27,18:00,삼성vsKT,,,수원,-
2025,07.27,18:00,SSGvs한화,,,대전(신),-
2025,07.29,18:30,KTvsLG,,,잠실,-
2025,07.29,18:30,키움vsSSG,,,문학,-
2025,07.29,18:30,NCvs롯데,,,사직,-
2025,07.29,18:30,두산vsKIA,,,광주,-
2025,07.29,18:30,삼성vs한화,,,대전(신),-
2025,07.30,18:30,KTvsLG,,,잠실,-
2025,07.30,18:30,키움vsSSG,,,문학,-
2025,07.30,18:30,NCvs롯데,,,사직,-
2025,07.30,18:30,두산vsKIA,,,광주,-
2025,07.30,18:30,삼성vs한화,,,대전(신),-
2025,07.31,18:30,KTvsLG,,,잠실,-
2025,07.31,18:30,키움vsSSG,,,문학,-
2025,07.31,18:30,NCvs롯데,,,사직,-
2025,07.31,18:30,두산vsKIA,,,광주,-
2025,07.31,18:30,삼성vs한화,,,대전(신),-
2025,08.01,18:30,SSGvs두산,,,잠실,-
2025,08.01,18:30,LGvs삼성,,,대구,-
2025,08.01,18:30,KTvsNC,,,창원,-
2025,08.01,18:30,한화vsKIA,,,광주,-
2025,08.01,18:30,롯데vs키움,,,고척,-
2025,08.02,18:00,SSGvs두산,,,잠실,-
2025,08.02,18:00,LGvs삼성,,,대구,-
2025,08.02,18:00,KTvsNC,,,창원,-
2025,08.02,18:00,한화vsKIA,,,광주,-
2025,08.02,18:00,롯데vs키움,,,고척,-
2025,08.03,14:00,롯데vs키움,,,고척,-
2025,08.03,18:00,SSGvs두산,,,잠실,-
2025,08.03,18:00,LGvs삼성,,,대구,-
2025,08.03,18:00,KTvsNC,,,창원,-
2025,08.03,18:00,한화vsKIA,,,광주,-
2025,08.05,18:30,두산vsLG,,,잠실,-
2025,08.05,18:30,삼성vsSSG,,,문학,-
2025,08.05,18:30,KIAvs롯데,,,사직,-
2025,08.05,18:30,키움vsNC,,,창원,-
2025,08.05,18:30,KTvs한화,,,대전(신),-
2025,08.06,18:30,두산vsLG,,,잠실,-
2025,08.06,18:30,삼성vsSSG,,,문학,-
2025,08.06,18:30,KIAvs롯데,,,사직,-
2025,08.06,18:30,키움vsNC,,,창원,-
2025,08.06,18:30,KTvs한화,,,대전(신),-
2025,08.07,18:30,두산vsLG,,,잠실,-
2025,08.07,18:30,삼성vsSSG,,,문학,-
2025,08.07,18:30,KIAvs롯데,,,사직,-
2025,08.07,18:30,키움vsNC,,,창원,-
2025,08.07,18:30,KTvs한화,,,대전(신),-
2025,08.08,18:30,한화vsLG,,,잠실,-
2025,08.08,18:30,SSGvs롯데,,,사직,-
2025,08.08,18:30,KIAvsNC,,,창원,-
2025,08.08,18:30,삼성vsKT,,,수원,-
2025,08.08,18:30,두산vs키움,,,고척,-
2025,08.09,18:00,한화vsLG,,,잠실,-
2025,08.09,18:00,SSGvs롯데,,,사직,-
2025,08.09,18:00,KIAvsNC,,,창원,-
2025,08.09,18:00,삼성vsKT,,,수원,-
2025,08.09,18:00,두산vs키움,,,고척,-
2025,08.10,14:00,두산vs키움,,,고척,-
2025,08.10,18:00,한화vsLG,,,잠실,-
2025,08.10,18:00,SSGvs롯데,,,사직,-
2025,08.10,18:00,KIAvsNC,,,창원,-
2025,08.10,18:00,삼성vsKT,,,수원,-
2025,08.12,18:30,NCvs두산,,,잠실,-
2025,08.12,18:30,키움vsSSG,,,문학,-
2025,08.12,18:30,KIAvs삼성,,,대구,-
2025,08.12,18:30,LGvsKT,,,수원,-
2025,08.12,18:30,롯데vs한화,,,대전(신),-
2025,08.13,18:30,NCvs두산,,,잠실,-
2025,08.13,18:30,키움vsSSG,,,문학,-
2025,08.13,18:30,KIAvs삼성,,,대구,-
2025,08.13,18:30,LGvsKT,,,수원,-
2025,08.13,18:30,롯데vs한화,,,대전(신),-
2025,08.14,18:30,NCvs두산,,,잠실,-
2025,08.14,18:30,키움vsSSG,,,문학,-
2025,08.14,18:30,KIAvs삼성,,,대구,-
2025,08.14,18:30,LGvsKT,,,수원,-
2025,08.14,18:30,롯데vs한화,,,대전(신),-
2025,08.15,18:00,KIAvs두산,,,잠실,-
2025,08.15,18:00,LGvsSSG,,,문학,-
2025,08.15,18:00,삼성vs롯데,,,사직,-
2025,08.15,18:00,한화vsNC,,,창원,-
2025,08.15,18:00,KTvs키움,,,고척,-
2025,08.16,18:00,KIAvs두산,,,잠실,-
2025,08.16,18:00,LGvsSSG,,,문학,-
2025,08.16,18:00,삼성vs롯데,,,사직,-
2025,08.16,18:00,한화vsNC,,,창원,-
2025,08.16,18:00,KTvs키움,,,고척,-
2025,08.17,14:00,KTvs키움,,,고척,-
2025,08.17,18:00,KIAvs두산,,,잠실,-
2025,08.17,18:00,LGvsSSG,,,문학,-
2025,08.17,18:00,삼성vs롯데,,,사직,-
2025,08.17,18:00,한화vsNC,,,창원,-
2025,08.19,18:30,롯데vsLG,,,잠실,-
2025,08.19,18:30,삼성vsNC,,,창원,-
2025,08.19,18:30,SSGvsKT,,,수원,-
2025,08.19,18:30,키움vsKIA,,,광주,-
2025,08.19,18:30,두산vs한화,,,대전(신),-
2025,08.20,18:30,롯데vsLG,,,잠실,-
2025,08.20,18:30,삼성vsNC,,,창원,-
2025,08.20,18:30,SSGvsKT,,,수원,-
2025,08.20,18:30,키움vsKIA,,,광주,-
2025,08.20,18:30,두산vs한화,,,대전(신),-
2025,08.21,18:30,롯데vsLG,,,잠실,-
2025,08.21,18:30,삼성vsNC,,,창원,-
2025,08.21,18:30,SSGvsKT,,,수원,-
2025,08.21,18:30,키움vsKIA,,,광주,-
2025,08.21,18:30,두산vs한화,,,대전(신),-
2025,08.22,18:30,KTvs두산,,,잠실,-
2025,08.22,18:30,키움vs삼성,,,대구,-
2025,08.22,18:30,롯데vsNC,,,창원,-
2025,08.22,18:30,LGvsKIA,,,광주,-
2025,08.22,18:30,SSGvs한화,,,대전(신),-
2025,08.23,18:00,KTvs두산,,,잠실,-
2025,08.23,18:00,키움vs삼성,,,대구,-
2025,08.23,18:00,롯데vsNC,,,창원,-
2025,08.23,18:00,LGvsKIA,,,광주,-
2025,08.23,18:00,SSGvs한화,,,대전(신),-
2025,08.24,18:00,KTvs두산,,,잠실,-
2025,08.24,18:00,키움vs삼성,,,대구,-
2025,08.24,18:00,롯데vsNC,,,창원,-
2025,08.24,18:00,LGvsKIA,,,광주,-
2025,08.24,18:00,SSGvs한화,,,대전(신),-
2025,08.26,18:30,삼성vs두산,,,잠실,-
2025,08.26,18:30,KIAvsSSG,,,문학,-
2025,08.26,18:30,KTvs롯데,,,사직,-
2025,08.26,18:30,LGvsNC,,,창원,-
2025,08.26,18:30,한화vs키움,,,고척,-
2025,08.27,18:30,삼성vs두산,,,잠실,-
2025,08.27,18:30,KIAvsSSG,,,문학,-
2025,08.27,18:30,KTvs롯데,,,사직,-
2025,08.27,18:30,LGvsNC,,,창원,-
2025,08.27,18:30,한화vs키움,,,고척,-
2025,08.28,18:30,삼성vs두산,,,잠실,-
2025,08.28,18:30,KIAvsSSG,,,문학,-
2025,08.28,18:30,KTvs롯데,,,사직,-
2025,08.28,18:30,LGvsNC,,,창원,-
2025,08.28,18:30,한화vs키움,,,고척,-
2025,08.29,18:30,키움vsLG,,,잠실,-
2025,08.29,18:30,NCvsSSG,,,문학,-
2025,08.29,18:30,두산vs롯데,,,사직,-
2025,08.29,18:30,KIAvsKT,,,수원,-
2025,08.29,18:30,삼성vs한화,,,대전(신),-
2025,08.30,18:00,키움vsLG,,,잠실,-
2025,08.30,18:00,NCvsSSG,,,문학,-
2025,08.30,18:00,두산vs롯데,,,사직,-
2025,08.30,18:00,KIAvsKT,,,수원,-
2025,08.30,18:00,삼성vs한화,,,대전(신),-
2025,08.31,18:00,키움vsLG,,,잠실,-
2025,08.31,18:00,NCvsSSG,,,문학,-
2025,08.31,18:00,두산vs롯데,,,사직,-
2025,08.31,18:00,KIAvsKT,,,수원,-
2025,08.31,18:00,삼성vs한화,,,대전(신),-
