"사천","내국인","남자",0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,2,3,-,-,-,-,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"사천","내국인","여자",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"사천","외국인","남자",1,1,4,7,4,8,1,5,0,4,0,0,1,2,0,0,0,2,0,6,-,-,-,-,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,3,0,2
"사천","외국인","여자",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"성남","내국인","남자",1394,898,1217,4183,5692,6372,4391,5450,3641,2539,1687,1214,650,683,814,1508,1620,2035,4026,4925,879,1455,1508,1661,385,1013,456,965,394,991,343,643,84,217,144,18,794,0,5,0,104,0
"성남","내국인","여자",32,27,21,52,66,95,57,81,50,53,27,23,7,9,3,16,9,23,27,61,6,30,17,28,5,17,7,22,8,16,10,12,5,8,8,2,37,0,2,0,17,0
"성남","외국인","남자",1,4,5,3,6,6,5,11,13,10,7,4,7,0,65,4,17,4,87,10,1,1,-,-,2,74,0,0,3,44,0,0,1,3,0,0,0,0,1,0,3,2
"성남","외국인","여자",3,1,1,0,1,0,1,1,2,5,0,0,2,0,17,1,2,1,20,2,-,-,-,-,0,14,0,0,0,6,0,0,2,2,0,0,0,0,0,0,0,0
"속초","내국인","남자",142,79,119,108,120,123,118,129,98,75,68,55,62,71,49,33,3,1,56,46,24,24,45,31,0,0,1,0,4,0,0,0,4,0,1,0,0,0,0,0,12,8
"속초","내국인","여자",60,49,60,61,42,69,46,71,37,56,54,38,42,38,25,18,0,0,25,18,16,15,29,18,0,0,0,0,4,0,0,0,3,1,0,0,0,0,0,0,1,1
"속초","외국인","남자",2491,1487,1431,2001,636,1556,613,743,431,556,264,456,163,285,129,203,1,2,130,205,905,56,1889,97,0,0,0,1,0,0,14,36,1,0,0,0,0,0,0,0,80,17
"속초","외국인","여자",1811,797,998,1197,583,1208,621,649,472,544,282,421,202,281,112,157,0,0,112,157,560,33,1015,51,0,0,0,0,0,0,24,46,1,0,0,0,0,0,0,0,33,11
"서울","내국인","남자",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"서울","내국인","여자",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"서울","외국인","남자",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
